ID,Name,Age,Rating
168435,S. Sirigu,31,82
168354,E. Viviano,32,82
165229,L. Koscielny,32,82
163489,A. Consigli,31,82
158963,L. Biglia,32,82
146530,Dani Alves,35,82
113422,David Villa,36,82
106231,Aduriz,37,82
48940,P. Čech,36,82
5479,Casillas,37,82
231677,M. Rashford,20,81
230271,Laure Santeiro,30,81
229906,L. Bailey,20,81
229237,M. Akanji,22,81
228702,F. de Jong,21,81
227928,Nélson Semedo,24,81
226456,Pablo Fornals,22,81
226271,Fabián,22,81
225508,E. Bailly,24,81
222509,Dani Ceballos,21,81
221992,H. Lozano,22,81
216475,Morales,30,81
216451,J. Seri,26,81
216409,M. Politano,24,81
216352,M. Brozović,25,81
216201,Williams,24,81
214997,A. Correa,23,81
213661,A. Christensen,22,81
212814,João Mário,25,81
212151,T. Strakosha,23,81
210864,E. Hysaj,24,81
210406,P. Zieliński,24,81
210243,Ricardo Pereira,24,81
210035,Grimaldo,22,81
209889,R. Guerreiro,24,81
208135,A. Doucouré,25,81
207877,J. Martínez,25,81
207664,C. Bacca,31,81
206467,A. Plea,25,81
205923,B. Davies,25,81
205362,M. Nastasić,25,81
205175,A. Milik,24,81
204923,M. Sabitzer,24,81
204884,B. Mendy,23,81
204024,C. Kramer,27,81
203890,S. Vrsaljko,26,81
203486,T. Hazard,25,81
202857,K. Bellarabi,28,81
202685,S. Zaza,27,81
201454,F. Ghoulam,27,81
200726,B. Lecomte,27,81
200647,J. Iličić,30,81
200610,K. Volland,25,81
200454,Paco Alcácer,24,81
199715,Vitolo,28,81
199503,G. Xhaka,25,81
199434,D. Tadić,29,81
199042,C. Aránguiz,29,81
196889,S. Verdi,25,81
195086,D. Lovren,28,81
193532,G. Medel,30,81
193348,X. Shaqiri,26,81
193165,J. Corona,25,81
193105,A. Areola,25,81
192641,K. Vogt,26,81
191740,Ander Herrera,28,81
190972,E. Salvio,27,81
190813,S. El Shaarawy,25,81
189881,C. Smalling,28,81
189362,Hulk,31,81
189358,S. Kagawa,29,81
188988,M. Lanzini,25,81
187491,F. Smolov,28,81
187072,L. Stindl,29,81
185239,O. Toprak,28,81
183900,D. Perotti,29,81
182494,F. Muslera,32,81
179784,B. Höwedes,30,81
179645,S. Kjær,29,81
177458,S. Bender,29,81
177326,M. Valbuena,33,81
175379,Pedro León,31,81
173909,K. Boateng,31,81
173771,L. Piszczek,33,81
173221,A. Candreva,31,81
172522,D. Wass,29,81
170368,E. Lamela,26,81
169595,D. Rose,27,81
169416,C. Vela,29,81
169195,Renato Augusto,30,81
167905,A. Valencia,32,81
164835,L. Fabiański,33,81
162347,João Moutinho,31,81
161956,Borja Valero,33,81
159261,F. Quagliarella,35,81
159145,B. Gomis,32,81
157960,Manuel Fernandes,32,81
156519,H. Herrera,28,81
144622,Raffael,33,81
139068,Nani,31,81
138412,J. Milner,32,81
112316,J. Mathieu,34,81
45186,Joaquín,36,81
239207,M. Gómez,21,80
235790,K. Havertz,19,80
235569,T. Ndombele,21,80
234906,H. Aouar,20,80
234153,Carlos Soler,21,80
234035,Odriozola,22,80
230977,M. Almirón,24,80
230347,Welington Dano,30,80
230234,Everton Andrão,34,80
230142,Oyarzabal,21,80
228229,F. Balbuena,26,80
227536,M. Marega,27,80
226851,B. Pavard,22,80
226790,W. Ndidi,21,80
226753,A. Onana,22,80
226226,G. Lo Celso,22,80
224334,M. Acuña,26,80
224293,Rúben Neves,21,80
221639,Mariano,24,80
221540,Raúl,28,80
220477,M. Caldara,24,80
219985,M. Vecino,26,80
219809,T. Bakayoko,23,80
218339,M. Dahoud,22,80
216547,Rafa,25,80
215785,K. Baldé,23,80
215316,G. Rulli,26,80
214584,F. Armani,31,80
212692,Rony Lopes,22,80
212623,Santi Mina,22,80
211748,K. Demirbay,24,80
211688,Gayà,23,80
211575,André Gomes,24,80
211256,N. Tagliafico,25,80
210896,M. Sanson,23,80
209960,Pacheco,26,80
208333,E. Can,24,80
208128,H. Çalhanoğlu,24,80
207862,M. Ginter,24,80
207599,M. Keane,25,80
207439,L. Paredes,24,80
206413,T. Stepanenko,28,80
205988,L. Shaw,22,80
205705,Z. Feddal,28,80
205693,S. Haller,24,80
205525,Bernard,25,80
205114,T. Inui,30,80
205070,Portu,26,80
204529,M. Batshuayi,24,80
204399,E. Zahavi,30,80
204120,T. Vaclík,29,80
203841,N. Pope,26,80
203747,Héctor Bellerín,23,80
203605,P. Kadeřábek,26,80
203042,J. Butland,25,80
202849,J. Vestergaard,25,80
202695,J. Tarkowski,25,80
202477,Deulofeu,24,80
202335,E. Dier,24,80
201377,J. Murillo,26,80
201144,M. Badelj,29,80
201119,Ismaily,28,80
200536,N. Schulz,25,80
200458,L. Digne,24,80
200318,M. Uth,26,80
200315,Cristian Tello,26,80
199206,D. Vida,29,80
199110,L. Muriel,27,80
199069,V. Aboubakar,26,80
198784,A. Oxlade-Chamberlain,24,80
197853,S. Aurier,25,80
197061,J. Matip,26,80
195861,Y. Rakitskyi,28,80
194879,Sergi Enrich,28,80
194794,A. Yarmolenko,28,80
194229,Hugo Mallo,27,80
194022,André Almeida,27,80
193886,D. Didavi,28,80
193352,R. Rodríguez,25,80
193061,R. Pereyra,27,80
192789,Mario Gaspar,27,80
191687,Maicon,29,80
190815,D. Blind,28,80
190778,J. Zoet,27,80
190544,A. Ljajić,26,80
190286,Canales,27,80
190264,Iago Falqué,28,80
189805,L. de Jong,27,80
189690,Guaita,31,80
189575,Muniain,25,80
189354,Susaeta,30,80
189251,S. Rudy,28,80
188943,K. Trapp,27,80
188942,V. Wanyama,27,80
188829,N. Nkoulou,28,80
188388,R. Boudebouz,28,80
188005,Camacho,28,80
186569,S. Ulreich,29,80
186547,M. Musacchio,27,80
186537,C. Stuani,31,80
185122,P. Gulácsi,28,80
184120,Bruno,34,80
183427,F. Delph,28,80
180819,A. Lallana,30,80
180334,Marcelo,31,80
180216,S. Coleman,29,80
180175,Alexandre Pato,28,80
178424,Antunes,31,80
177604,Nacho Monreal,32,80
177600,Beñat,31,80
176915,A. Fernández,32,80
176600,K. Gameiro,31,80
176376,I. Piatti,33,80
176104,V. Birsa,31,80
173373,S. Romero,31,80
173208,D. Criscito,31,80
172114,D. Valeri,32,80
171833,D. Sturridge,28,80
171579,Raúl García,31,80
170815,S. Defour,30,80
166706,M. Škrtel,33,80
165109,S. Radu,31,80
164468,G. Cahill,32,80
163711,L. Diarra,33,80
159147,L. Perrin,32,80
158625,Dante,34,80
156713,A. Granqvist,33,80
153244,A. Gignac,32,80
150418,M. Gómez,32,80
148119,I. Akinfeev,32,80
147782,I. Denisov,34,80
146760,Juanfran,33,80
146748,Diego López,36,80
146562,Santi Cazorla,33,80
146536,Jesús Navas,32,80
142754,J. Mascherano,34,80
140293,A. Mirante,34,80
139997,D. Srna,36,80
121944,B. Schweinsteiger,33,80
110677,Moyá,34,80
54050,W. Rooney,32,80
49369,Fernando Torres,34,80
49031,S. Sorrentino,39,80
244369,V. Tsygankov,20,79
239818,Rúben Dias,21,79
236632,David Neres,21,79
233419,Raphinha,21,79
232097,A. Harit,21,79
231943,Richarlison,21,79
231478,L. Martínez,20,79
230938,F. Kessié,21,79
230498,Luimo Boas Santos,30,79
230312,Gabri Prestão,26,79
230251,Melvin Parrela,30,79
230212,Antônio Chiamuloira,30,79
230201,Maikel Catarino,34,79
229909,A. Lunev,26,79
228941,André Silva,22,79
227796,C. Pulisic,19,79
227290,M. Dmitrović,26,79
227234,L. Tousart,21,79
226161,Marcos Llorente,23,79
225997,B. Verbič,24,79
225953,S. Bergwijn,20,79
225711,A. Diallo,22,79
225663,A. Golovin,22,79
225647,M. Campaña,29,79
224254,C. Pavón,22,79
224069,K. Toko-Ekambi,25,79
223682,Granell,29,79
223061,F. Cervi,24,79
222028,J. Weigl,22,79
221660,V. Lindelöf,23,79
220018,A. Rebić,24,79
219932,A. Sanabria,22,79
219576,R. Battaglia,26,79
216497,M. Philipp,24,79
216388,A. Saint-Maximin,21,79
216150,D. Zappacosta,26,79
215353,L. Alario,25,79
215061,D. Benedetto,28,79
215057,I. Marcone,28,79
214947,J. Gbamin,22,79
213991,J. Lerma,23,79
213516,Ricardo Horta,23,79
213160,R. Zobnin,24,79
212150,M. Meyer,22,79
211368,Bruma,23,79
211267,R. Centurión,25,79
210455,Jonny,24,79
210411,Otávio,23,79
210324,J. Hofmann,25,79
208920,N. Aké,23,79
208334,J. Hector,28,79
207993,S. Kolašinac,25,79
207939,G. Pizarro,28,79
207732,Roger,27,79
206652,Sergio Rico,24,79
206304,L. Milivojević,27,79
205407,D. Baselli,26,79
205193,K. Rekik,23,79
205192,Denis Suárez,24,79
204638,W. Orban,25,79
204614,Mário Rui,27,79
204525,Iñigo Martínez,27,79
204311,K. Zouma,23,79
204277,Roque Mesa,29,79
204082,J. Brooks,25,79
203775,L. Karius,25,79
203757,Zé Luís,27,79
203483,D. Klaassen,25,79
203362,M. Elyounoussi,23,79
203106,L. Bittencourt,24,79
202648,Sergi Darder,24,79
202562,J. Roussillon,25,79
202325,D. Demme,26,79
202201,J. Gouweleeuw,26,79
201862,M. Rojo,28,79
201519,J. Veretout,25,79
201510,L. Kurzawa,25,79
201508,G. Ramírez,27,79
201505,David López,28,79
201325,C. Tătăruşanu,32,79
201143,A. Mandi,26,79
201042,D. Sidibé,25,79
200641,Y. Konoplyanka,28,79
200260,S. Berghuis,26,79
200155,H. Vanaken,25,79
199823,Campaña,25,79
199767,M. van Ginkel,25,79
199561,Nolito,31,79
199439,M. Gregoritsch,24,79
199416,Ibai Gómez,28,79
199304,Danilo,26,79
199189,R. Barkley,24,79
199005,M. Ryan,26,79
198715,Sergio León,29,79
198200,B. Stambouli,27,79
198118,J. Guilavogui,27,79
198031,Sérgio Oliveira,26,79
197083,D. Caligiuri,30,79
196978,C. Wilson,26,79
194957,P. Jones,26,79
194761,Borja García,27,79
193738,Y. Belhanda,28,79
193601,G. Pezzella,27,79
193171,Jaume Costa,30,79
192991,C. Tosun,27,79
192679,Escudero,28,79
192678,Kike García,28,79
192598,Elkeson,28,79
192064,Ricardo Goulart,27,79
191076,J. Guðmundsson,27,79
190456,N. Clyne,27,79
190243,M. Hitz,30,79
190149,De Marcos,29,79
189682,B. Mee,28,79
189681,Rafael,27,79
189560,Iborra,30,79
189461,J. Wilshere,26,79
189433,B. Hübner,28,79
189423,Souza,29,79
189271,F. Coquelin,27,79
188081,Alex Teixeira,28,79
187735,A. Dzagoev,28,79
187347,I. Smolnikov,29,79
187052,Y. M'Vila,28,79
186832,K. Asamoah,29,79
186148,R. Zieler,29,79
186132,D. Drinkwater,28,79
185431,N. Kalinić,30,79
184949,Mariano,32,79
184881,S. Feghouli,28,79
184826,Adrien Silva,29,79
184134,Fernando,30,79
183909,I. Traoré,30,79
183892,G. Mercado,31,79
183580,N. Petersen,29,79
183497,O. Karnezis,32,79
183285,M. Sakho,28,79
182002,Sidnei,28,79
181820,S. Jovetić,28,79
178311,Eder,31,79
178224,J. Hernández,30,79
177723,Fabricio,30,79
177644,Kiko Casilla,31,79
177633,Ángel,31,79
177358,M. Schneiderlin,28,79
176944,M. Fellaini,30,79
176731,P. Wernbloom,32,79
176550,D. Ospina,29,79
173426,S. Mignolet,30,79
172723,A. Begović,31,79
170797,N. Şahin,29,79
169705,R. Bertrand,28,79
169115,A. Masiello,32,79
164859,T. Walcott,29,79
164029,Charles,34,79
163264,T. Heaton,32,79
161648,H. Ben Arfa,31,79
160741,D. Abraham,31,79
159065,E. Lavezzi,33,79
158232,S. Kalou,32,79
158133,J. Farfán,33,79
157301,R. Babel,31,79
152908,A. Young,32,79
150724,J. Hart,31,79
142707,L. López,35,79
137351,D. Baier,34,79
124375,B. Yılmaz,32,79
121933,R. Adler,33,79
108080,S. Lichtsteiner,34,79
53050,E. Adebayor,34,79
80,E. Belözoğlu,37,79
242348,Loren,24,78
240130,Éder Militão,20,78
235805,F. Chiesa,20,78
235374,M. Lazzari,24,78
235212,A. Hakimi,19,78
232862,S. Nakajima,23,78
232432,L. Jović,20,78
232244,S. Ascacíbar,21,78
231691,A. Lafont,19,78
231281,T. Alexander-Arnold,19,78
230988,F. Krovinović,22,78
230431,Sidney Pessinho,26,78
230360,Everticinho,30,78
230269,Claudio Coíntra,34,78
230184,Ronaldo Esler,30,78
230020,P. Lees-Melou,25,78
229984,B. Chilwell,21,78
229406,João Novais,24,78
228881,D. Calabria,21,78
228618,F. Mendy,23,78
228251,L. Pellegrini,22,78
227476,Soares,27,78
226766,Daniel Podence,22,78
226379,M. Díaz,32,78
226377,G. Martínez,25,78
226168,M. Eggestein,21,78
226078,Trezeguet,23,78
225309,N. Amiri,21,78
225161,Vallejo,21,78
225100,J. Gomez,21,78
224458,Diogo Jota,21,78
224309,Joan Jordán,23,78
224116,Dyego Sousa,28,78
224031,A. Marušić,25,78
223952,David Soria,25,78
223874,V. Rongier,23,78
223689,W. Weghorst,25,78
223627,O. Al Soma,29,78
222994,M. Nakamba,24,78
222709,Petros,29,78
221342,Pablo Maffeo,20,78
220523,Y. Mina,23,78
220407,M. Dúbravka,29,78
219693,Diego Carlos,25,78
217940,D. Djené,26,78
216816,G. Simeone,22,78
216700,M. Meza,25,78
216655,Bastos,26,78
216435,S. Lobotka,23,78
216393,Y. Tielemans,21,78
216373,Marcelo Goiano,30,78
216266,K. Tete,22,78
216189,Capa,26,78
216065,M. Sportiello,26,78
215792,Jemerson,25,78
215466,N. Maksimović,26,78
215333,D. Zapata,27,78
215330,J. Correa,23,78
215259,E. Rigoni,25,78
214766,C. Izquierdoz,29,78
214394,W. Barrios,24,78
214026,J. Mojica,25,78
213732,A. Selikhov,24,78
213655,A. Iwobi,22,78
213400,D. Laxalt,25,78
213296,N. Bentaleb,23,78
212977,N. Stark,23,78
212811,M. Lemina,24,78
212501,L. Dendoncker,23,78
212213,Ricardo Esgaio,25,78
212196,P. Sisto,23,78
212187,P. Max,24,78
212153,R. Gagliardini,24,78
211706,Pere Pons,25,78
210935,D. Berardi,23,78
210665,M. Halstenberg,26,78
210513,J. Quintero,25,78
209307,Tiago Volpi,27,78
208777,Óliver Torres,23,78
208620,Omar Mascarell,25,78
208520,H. Sakai,28,78
208450,Andreas Pereira,22,78
208330,A. Januzaj,23,78
208268,B. Cristante,23,78
208104,Matheus,25,78
207948,B. Traoré,22,78
207791,Y. Poulsen,24,78
207421,L. Trossard,23,78
206511,M. Arnold,24,78
206058,M. De Sciglio,25,78
205976,Leo Baptistao,25,78
205943,V. Chiricheş,28,78
205850,L. Pavoletti,29,78
205659,A. Cragno,24,78
205633,L. Castro,29,78
205431,N. Füllkrug,25,78
205083,F. Fajr,29,78
204838,R. Jiménez,27,78
204819,E. Sala,27,78
204385,S. García,27,78
204259,S. Arias,26,78
204240,B. Reynet,27,78
203895,Pozuelo,26,78
203886,A. Trebel,27,78
203487,J. Lascelles,24,78
203485,T. Kongolo,24,78
203299,A. Carrillo,27,78
202935,Álvaro,28,78
202851,G. Defrel,27,78
202642,Fernando,26,78
201262,V. Darida,27,78
201046,R. Saponara,26,78
200677,Pedro Mendes,27,78
200607,C. Schindler,28,78
200529,N. Chadli,28,78
199986,Arbilla,31,78
199915,L. Dunk,26,78
199827,P. Hernández,31,78
199602,J. Guidetti,26,78
199577,Sergi Gómez,26,78
199576,Oriol Romeu,26,78
199354,Lucas Pérez,29,78
198648,B. Natcho,30,78
198513,Cláudio Ramos,26,78
197948,F. Lejeune,27,78
197242,G. Krychowiak,28,78
197225,N. Lodeiro,29,78
196934,O. Özyakup,25,78
143001,C. Tévez,34,78
184477,K. Papadopoulos,26,78
182945,M. Gradel,30,78
158626,M. Debuchy,32,78
172962,V. Moses,27,78
173474,Z. Junuzović,30,78
178085,Granero,30,78
189606,J. Baumgartlinger,30,78
171688,Fábio Coentrão,30,78
158121,B. Costil,30,78
153260,Hilton,40,78
193198,N. Gudelj,26,78
184252,L. Pratto,30,78
186302,E. Hernández,30,78
159171,Jurado,32,78
193476,R. Cabella,28,78
187598,Rafael Tolói,27,78
174543,C. Bravo,35,78
180432,Hernanes,33,78
186581,K. Honda,32,78
187607,A. Dzyuba,29,78
182744,J. Holebas,34,78
161754,Javi García,31,78
163806,Sergio,31,78
182495,M. Cáceres,31,78
189156,Daniel Carriço,29,78
169706,J. Cork,29,78
173546,J. Tomkins,29,78
180714,Guilherme,32,78
170733,Gervinho,31,78
189165,J. Shelvey,26,78
156142,R. Eremenko,31,78
178415,R. Vormer,30,78
178416,J. Lens,30,78
164082,Adriano,33,78
193011,S. Cook,27,78
150516,L. Podolski,33,78
173306,C. Ansaldi,31,78
172287,Manu García,32,78
184575,R. Alessandrini,29,78
205569,J. Ward-Prowse,23,77
177666,M. Harnik,31,77
185090,B. Moukandjo,29,77
229636,G. Pereiro,23,77
167431,G. Castro,31,77
236295,Aarón Martín,21,77
177159,F. Johnson,30,77
215051,L. López,28,77
183820,M. Dossevi,30,77
189196,Caiuby,29,77
208141,Gabriel,24,77
146701,Iván Ramis,33,77
181262,M. Suchý,30,77
203535,T. Vilhena,23,77
199952,E. Çolak,27,77
203280,V. Germain,28,77
156432,G. Hoarau,34,77
135697,Sergio García,35,77
183569,E. Choupo-Moting,29,77
146963,J. Pinola,35,77
212755,J. Hendrix,23,77
219411,J. Izquierdo,25,77
220948,S. Sydorchuk,27,77
187924,C. Grenier,27,77
207894,T. Strobl,28,77
175895,V. Odjidja-Ofoe,29,77
176919,N. Guzmán,32,77
214040,F. Fabra,27,77
220697,J. Maddison,21,77
162329,K. El Ahmadi,33,77
184089,M. Carcela-González,29,77
198683,M. Gabbiadini,26,77
135451,Gomes,37,77
186395,M. Ritchie,28,77
188955,G. Bou,28,77
146460,Javi Fuego,34,77
230685,E. Akbaba,25,77
219681,J. Amavi,24,77
231969,R. Malinovskyi,25,77
186146,D. Welbeck,27,77
221219,G. Conti,23,77
200228,Bruno,28,77
210212,Garry Rodrigues,27,77
202789,A. Schwolow,26,77
224294,L. Cook,21,77
215079,P. Pérez,32,77
230183,Gazzolisco,30,77
110376,Jonatan Soriano,32,77
211241,Rubén Peña,26,77
185132,Mikel San José,29,77
190765,P. Groß,27,77
163631,L. Baines,33,77
183855,A. Ogbonna,30,77
200752,Juan Jesus,27,77
196144,J. Martínez,31,77
221491,N. Elvedi,21,77
196147,G. Moreno,32,77
157492,J. Valdivia,34,77
182836,A. Carroll,29,77
204341,Luís Neto,30,77
142902,A. Pyatov,34,77
196150,T. Gutiérrez,33,77
227127,Álex Remiro,23,77
199737,Wilson Eduardo,27,77
223033,Jorge Meré,21,77
213051,M. Elneny,25,77
214332,D. Torres,28,77
209981,Y. Bounou,27,77
189757,A. Prijović,28,77
215871,A. Jahanbakhsh,24,77
219455,J. Calleri,24,77
230463,Simão Acunha,30,77
183871,N. Müller,30,77
205632,L. Ocampos,23,77
169792,J. Rodriguez,28,77
162369,V. Ibišević,33,77
189250,S. Rondón,28,77
189506,Victor Sánchez,30,77
203843,D. Suárez,30,77
